X,Y,OBJECTID,ADA_ID,SGNL_BtnCount,SGNL_Status,SGNL_OffReviewStatus,SGNL_OffReviewNotes,SGNL_CollectorNotes,SGNL_Analysis,SGNL_Compliant,SGNL_CorridorID,SGNL_WorkArea,SGNL_Location,SGNL_IntID,SGNL_Street1,SGNL_Street2,SGNL_LocInInt,SGNL_SurveyDate,SGNL_Surveyor,SGNL_AddlBtnAdj,SGNL_AddlBtnDist,SGNL_AddlBtnID,SGNL_PedXings,SGNL_ClrXingDir1,SGNL_XingDir1,SGNL_SignPresent1,SGNL_SignPurpose1,SGNL_SignLettering1,SGNL_SignPosition1,SGNL_DistToXWalk1,SGNL_DistToCurb1,SGNL_PARToBtn1,SGNL_PARToXWalk1,SGNL_ClrSpc1,SGNL_ClrSpcParaSlope1,SGNL_ClrSpcPerpSlope1,SGNL_PARParaSlope1,SGNL_FrwrdApproach1,SGNL_FrwrdReach1,SGNL_FrwrdConstrain1,SGNL_FrwrdConstrainWid1,SGNL_FrwrdObs1,SGNL_FrwrdObsDist1,SGNL_ParaApproach1,SGNL_ParaReach1,SGNL_ParaConstrain1,SGNL_ParaConstrainWid1,SGNL_ParaObs1,SGNL_ParaObsDist1,SGNL_BtnHt1,SGNL_BtnPressure1,SGNL_BtnDia1,SGNL_BtnClosedFist1,SGNL_PostLocation,SGNL_BtnAPS1,SGNL_VTArrow1,SGNL_VTArrowPara1,SGNL_VTArrowContrast1,SGNL_PilotLight1,SGNL_IlluminSignal1,SGNL_VerbalMsg1,SGNL_VerbalMsgAudible1,SGNL_BtnLocTone1,SGNL_AudibleRange1,SGNL_ExtendPress1,SGNL_PercussiveTone1,SGNL_ClrXingDir2,SGNL_XingDir2,SGNL_SignPresent2,SGNL_SignPurpose2,SGNL_SignLettering2,SGNL_SignPosition2,SGNL_DistToXWalk2,SGNL_DistToCurb2,SGNL_PARToBtn2,SGNL_PARToXWalk2,SGNL_ClrSpc2,SGNL_ClrSpcParaSlope2,SGNL_ClrSpcPerpSlope2,SGNL_PARParaSlope2,SGNL_FrwrdApproach2,SGNL_FrwrdReach2,SGNL_FrwrdConstrain2,SGNL_FrwrdConstrainWid2,SGNL_FrwrdObs2,SGNL_FrwrdObsDist2,SGNL_ParaApproach2,SGNL_ParaReach2,SGNL_ParaConstrain2,SGNL_ParaConstrainWid2,SGNL_ParaObs2,SGNL_ParaObsDist2,SGNL_BtnHt2,SGNL_BtnPressure2,SGNL_BtnDia2,SGNL_BtnClosedFist2,SGNL_BtnAPS2,SGNL_VTArrow2,SGNL_VTArrowPara2,SGNL_VTArrowContrast2,SGNL_PilotLight2,SGNL_IlluminSignal2,SGNL_VerbalMsg2,SGNL_VerbalMsgAudible2,SGNL_BtnLocTone2,SGNL_AudibleRange2,SGNL_ExtendPress2,SGNL_PercussiveTone2,SGNL_Picture1,SGNL_Picture2,SGNL_Picture3,SGNL_Notes,SGNL_InventoryLink,SGNL_ComplianceLink,SNGL_INT_Signal_ID,AssetID,Remediated,RemediationComments,RemediatedBy,RemediatedDate,ActualCosts,TechnicalInfeasibility,DocumentLink,Comments,Text1,Text2,Num1,Num2,Text3,SGNL_AssetID
1481287.17071764,510710.389533222,1978,B7D3481BE9C1,Button1,Complete,Valid,,,AnalysisValid,No,SARDIS-RD-NORTH-221,2,,21209,GALLERIA_BV,SARDIS_RD_NORTH,W,10/30/2018 13:18,shoesly,No,N/A,,2,ClearlyMarked,To SE,Yes,No,No,No,0.0,97.0,Yes,Yes,Yes,2.3,8.7,0.5,Yes,13.0,No,,Yes,4.0,Yes,12.0,No,,Yes,4.0,39.0,2.0,2.0,Yes,No,NonAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://gis.charlottenc.gov/static/CDOT/Pictures/C5F22392-6575-4A57-89B1-B7D3481BE9C1_SGNL_Picture1.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/C5F22392-6575-4A57-89B1-B7D3481BE9C1_SGNL_Picture2.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/C5F22392-6575-4A57-89B1-B7D3481BE9C1_SGNL_Picture3.jpg,,,https://gis.charlottenc.gov/static/CDOT/Reports/Appx%20C%20Pushbutton%20Reports/Signals_B7D3481BE9C1.pdf,,SG1978,,,,,,,,,,,,,,01584_37
1467025.27043572,592695.842687979,1979,B7D3616FA530,Button1,Complete,Valid,,,AnalysisValid,No,BENFIELD-RD-006,1A,,3033,DEARMON_RD,BENFIELD_RD,W,2/13/2018 13:08,shoesly,Yes,279.0,208BF93647DF,,Yes,To NE,Yes,Yes,Yes,Yes,18.0,83.0,Yes,Yes,Yes,6.1,1.0,,No,N/A,,N/A,Yes,4.0,Yes,10.0,Yes,60.0,Yes,4.0,36.5,2.0,2.0,Yes,,NonAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://gis.charlottenc.gov/static/CDOT/Pictures/BB81C577-DDF6-44AC-BBD2-B7D3616FA530_SGNL_Picture1.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/BB81C577-DDF6-44AC-BBD2-B7D3616FA530_SGNL_Picture2.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/BB81C577-DDF6-44AC-BBD2-B7D3616FA530_SGNL_Picture3.jpg,,BB81C577-DDF6-44AC-BBD2-B7D3616FA530,https://gis.charlottenc.gov/static/CDOT/Reports/Appx%20C%20Pushbutton%20Reports/Signals_B7D3616FA530.pdf,306,SG1979,,,,,,,,,,,,,,00306_18
1450147.92558156,523272.877203479,1980,B819814DCC38,Button1,Complete,Valid,,,AnalysisValid,No,SELWYN-AV-120,2,,,SELWNY_AV,COLONY_RD,SE,12/06/2018 10:28,rhergert,No,N/A,,2,ClearlyMarked,To W,Yes,Yes,Yes,Yes,0.0,104.0,Yes,Yes,Yes,1.2,4.1,0.8,No,,,,,,No,,,,,,36.0,2.0,2.0,Yes,No,NonAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://gis.charlottenc.gov/static/CDOT/Pictures/5DDE655D-08BA-4351-A932-B819814DCC38_SGNL_Picture1.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/5DDE655D-08BA-4351-A932-B819814DCC38_SGNL_Picture2.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/5DDE655D-08BA-4351-A932-B819814DCC38_SGNL_Picture3.jpg,,,https://gis.charlottenc.gov/static/CDOT/Reports/Appx%20C%20Pushbutton%20Reports/Signals_B819814DCC38.pdf,,SG1980,,,,,,,,,,,,,,00538_595
1420574.69896697,546186.689643472,1981,B836B670C99B,Button1,Complete,Valid,,,AnalysisValid,No,WILKINSON-BV-538,3,,53534,N_JOSH_BIRMINGHAM_PY,WILKINSON_BV,NE,2/22/2018 14:15,solivella,Yes,128.0,01C1AB735F91,,Yes,To W,Yes,Yes,Yes,Yes,0.0,213.0,Yes,Yes,Yes,0.5,1.1,,No,N/A,,N/A,Yes,3.0,Yes,12.0,Yes,48.0,Yes,4.0,36.0,2.0,2.0,Yes,,NonAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://gis.charlottenc.gov/static/CDOT/Pictures/5956C59C-29EB-4AA2-8F00-B836B670C99B_SGNL_Picture1.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/5956C59C-29EB-4AA2-8F00-B836B670C99B_SGNL_Picture2.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/5956C59C-29EB-4AA2-8F00-B836B670C99B_SGNL_Picture3.jpg,,5956C59C-29EB-4AA2-8F00-B836B670C99B,https://gis.charlottenc.gov/static/CDOT/Reports/Appx%20C%20Pushbutton%20Reports/Signals_B836B670C99B.pdf,1669,SG1981,,,,,,,,,,,,,,01669_962
1445121.26371889,548016.147926807,1982,B8559DB9BD34,Button1,Complete,Valid,,,AnalysisValid,No,W-5TH-ST-220,4,,10593,BEATTIES_FORD_RD,ROZZELLES_FERRY_RD,SE,4/16/2018 13:48,shoesly,No,N/A,,,Yes,To NW,Yes,Yes,,Yes,12.0,69.0,Yes,Yes,Yes,3.7,1.3,,No,N/A,,N/A,Yes,2.0,Yes,8.0,Yes,48.0,Yes,2.0,48.0,2.0,2.0,Yes,,NonAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://gis.charlottenc.gov/static/CDOT/Pictures/1DCDA1B5-BAA4-4B03-9F1D-B8559DB9BD34_SGNL_Picture1.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/1DCDA1B5-BAA4-4B03-9F1D-B8559DB9BD34_SGNL_Picture2.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/1DCDA1B5-BAA4-4B03-9F1D-B8559DB9BD34_SGNL_Picture3.jpg,,1DCDA1B5-BAA4-4B03-9F1D-B8559DB9BD34,https://gis.charlottenc.gov/static/CDOT/Reports/Appx%20C%20Pushbutton%20Reports/Signals_B8559DB9BD34.pdf,813,SG1982,,,,,,,,,,,,,,00813_71
1459161.27533697,540064.455824971,1983,B85C2FCEFB12,Button1,Complete,Valid,,,AnalysisValid,No,CENTRAL-AV-140,1B,,,CENTRAL_AV,THE_PLAZA,NW,6/11/2019 10:09,jwtaylor,No,,,2,ClearlyMarked,To S,Yes,Yes,No,Yes,0.0,94.0,Yes,Yes,Yes,3.7,2.2,0.7,Yes,0.0,No,,No,,Yes,0.0,No,,No,,37.5,2.0,2.0,Yes,No,APS,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://gis.charlottenc.gov/static/CDOT/Pictures/5366B27B-5730-4069-B0D3-B85C2FCEFB12_SGNL_Picture1.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/5366B27B-5730-4069-B0D3-B85C2FCEFB12_SGNL_Picture2.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/5366B27B-5730-4069-B0D3-B85C2FCEFB12_SGNL_Picture3.jpg,TEXT HT 3/8,,https://gis.charlottenc.gov/static/CDOT/Reports/Appx%20C%20Pushbutton%20Reports/Signals_B85C2FCEFB12.pdf,,SG1983,,,,,,,,,,,,,,00432_492
1429079.37782373,511035.1218234,1984,B86EE584E722,Button2,Complete,Valid,,,AnalysisValid,No,RED-OAK-BV-020,3,,21132,RED_OAK_BV,SOUTHERN_PINE_BV,NW,5/07/2019 13:46,jwtaylor,,,,2,ClearlyMarked,To SW,Yes,Yes,Yes,Yes,0.0,105.0,Yes,Yes,Yes,2.7,1.9,2.0,Yes,10.0,No,,No,,Yes,13.0,No,,No,,37.0,2.0,2.0,Yes,No,NonAPS,,,,,,,,,,,,ClearlyMarked,To SE,Yes,Yes,Yes,Yes,0.0,105.0,Yes,Yes,Yes,2.8,1.9,6.0,Yes,13.0,No,,No,,Yes,8.0,No,,No,,37.0,2.0,2.0,Yes,NonAPS,,,,,,,,,,,,https://gis.charlottenc.gov/static/CDOT/Pictures/5F37BFD0-4F11-40E8-A81A-B86EE584E722_SGNL_Picture1.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/5F37BFD0-4F11-40E8-A81A-B86EE584E722_SGNL_Picture2.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/5F37BFD0-4F11-40E8-A81A-B86EE584E722_SGNL_Picture3.jpg,"B1 Button Hanging From Pole, Still Functioning ",,https://gis.charlottenc.gov/static/CDOT/Reports/Appx%20C%20Pushbutton%20Reports/Signals_B86EE584E722.pdf,,SG1984,,,,,,,,,,,,,,00747_323
1436818.2406268,520091.759549975,1985,B871BEB49378,Button2,Complete,Valid,,,AnalysisValid,No,SEVENTY-SEVEN-CENTER-DR-020,2,,,TYVOLA_RD,77_CENTER_DR,W,12/18/2018 09:30,rhergert,No,N/A,,2,ClearlyMarked,To SE,Yes,Yes,Yes,Yes,21.0,65.0,No,No,Yes,7.0,5.0,2.8,Yes,11.0,No,,Yes,1.0,Yes,5.0,No,,Yes,2.0,40.0,3.0,2.0,Yes,No,NonAPS,,,,,,,,,,,,ClearlyMarked,To NE,Yes,Yes,Yes,Yes,0.0,63.0,No,No,Yes,6.2,4.8,8.3,Yes,13.0,No,,Yes,7.0,Yes,6.0,No,,Yes,2.0,41.0,3.0,2.0,Yes,NonAPS,,,,,,,,,,,,https://gis.charlottenc.gov/static/CDOT/Pictures/64AF3EAC-79E9-4FFD-A6BF-B871BEB49378_SGNL_Picture1.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/64AF3EAC-79E9-4FFD-A6BF-B871BEB49378_SGNL_Picture2.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/64AF3EAC-79E9-4FFD-A6BF-B871BEB49378_SGNL_Picture3.jpg,,,https://gis.charlottenc.gov/static/CDOT/Reports/Appx%20C%20Pushbutton%20Reports/Signals_B871BEB49378.pdf,,SG1985,,,,,,,,,,,,,,00722_256
1449558.31258756,540933.227709472,1986,B89725427EDB,Button0,Complete,Valid,,,AnalysisValid,Yes,S-BREVARD-ST-030,2,,,E_BREVARD_ST,E_MARTIN_LUTHER_KING_JR_BV,E,9/29/2019 08:25,tdriggers,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://gis.charlottenc.gov/static/CDOT/Pictures/2684E8A8-A417-4359-B155-B89725427EDB_SGNL_Picture1.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/2684E8A8-A417-4359-B155-B89725427EDB_SGNL_Picture2.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/2684E8A8-A417-4359-B155-B89725427EDB_SGNL_Picture3.jpg,,,https://gis.charlottenc.gov/static/CDOT/Reports/Appx%20C%20Pushbutton%20Reports/Signals_B89725427EDB.pdf,,SG1986,,,,,,,,,,,,,,00032_463
1459198.69324113,544665.55160965,1987,B8AA29057051,Button1,Complete,Valid,,,AnalysisValid,No,PARKWOOD-AV-170,1B,,,PARKWOOD_AV,HAWTHORNE_LN,NW,6/26/2019 06:51,jwtaylor,No,,,1,ClearlyMarked,To S,Yes,Yes,Yes,Yes,0.0,85.0,Yes,Yes,Yes,4.1,10.0,3.4,No,,,,,,Yes,20.0,No,,Yes,20.0,40.5,2.0,2.0,Yes,No,NonAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://gis.charlottenc.gov/static/CDOT/Pictures/3E0D435C-4355-4122-8839-B8AA29057051_SGNL_Picture1.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/3E0D435C-4355-4122-8839-B8AA29057051_SGNL_Picture2.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/3E0D435C-4355-4122-8839-B8AA29057051_SGNL_Picture3.jpg,CLEAR SPACE IN RAMP,,https://gis.charlottenc.gov/static/CDOT/Reports/Appx%20C%20Pushbutton%20Reports/Signals_B8AA29057051.pdf,,SG1987,,,,,,,,,,,,,,00230_391
1447809.12940614,542726.260212645,1988,B8C06E57BE94,Button0,Complete,Valid,,,AnalysisValid,Yes,S-MINT-ST-040,2,,12279,S_MINT_ST,W_MARTIN_LUTHER_KING_JR_BV,W,9/28/2019 13:36,jwtaylor,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://gis.charlottenc.gov/static/CDOT/Pictures/B92398CF-34B8-484D-BB9F-B8C06E57BE94_SGNL_Picture1.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/B92398CF-34B8-484D-BB9F-B8C06E57BE94_SGNL_Picture2.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/B92398CF-34B8-484D-BB9F-B8C06E57BE94_SGNL_Picture3.jpg,TEXT HT 5/16,,https://gis.charlottenc.gov/static/CDOT/Reports/Appx%20C%20Pushbutton%20Reports/Signals_B8C06E57BE94.pdf,,SG1988,,,,,,,,,,,,,,00028_415
1450110.39055164,523349.653952807,1989,B8E66D7D92A3,Button1,Complete,Valid,,,AnalysisValid,No,SELWYN-AV-110,2,,,SELWNY_AV,COLONY_RD,NW,12/06/2018 10:40,rhergert,No,N/A,,1,ClearlyMarked,To SE,Yes,Yes,Yes,Yes,0.0,123.0,No,No,Yes,1.7,10.2,0.3,Yes,0.0,No,,Yes,0.0,Yes,0.0,No,,Yes,0.0,37.0,3.0,2.0,Yes,No,NonAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://gis.charlottenc.gov/static/CDOT/Pictures/9CDE573E-9B5E-4927-9D80-B8E66D7D92A3_SGNL_Picture1.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/9CDE573E-9B5E-4927-9D80-B8E66D7D92A3_SGNL_Picture2.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/9CDE573E-9B5E-4927-9D80-B8E66D7D92A3_SGNL_Picture3.jpg,,,https://gis.charlottenc.gov/static/CDOT/Reports/Appx%20C%20Pushbutton%20Reports/Signals_B8E66D7D92A3.pdf,,SG1989,,,,,,,,,,,,,,00538_595
1454159.94708505,536620.195325062,1990,B8F3EF4147F9,Button2,Complete,Valid,,,AnalysisValid,No,E-3RD-ST-160,2,,,E_3RD_ST,QUEENS_RD,SE,1/30/2019 07:58,shoesly,No,N/A,,2,ClearlyMarked,To NE,Yes,Yes,Yes,Yes,0.0,91.0,Yes,Yes,Yes,3.5,0.7,3.8,Yes,12.0,No,,Yes,6.0,Yes,8.0,No,,Yes,1.0,37.0,2.0,2.0,Yes,No,NonAPS,,,,,,,,,,,,ClearlyMarked,To NW,Yes,Yes,Yes,Yes,58.0,91.0,Yes,Yes,Yes,5.2,6.3,2.2,Yes,11.0,No,,Yes,3.0,Yes,8.0,No,,Yes,1.0,38.0,2.0,2.0,Yes,NonAPS,,,,,,,,,,,,https://gis.charlottenc.gov/static/CDOT/Pictures/60926EFD-612C-4A1F-BCE1-B8F3EF4147F9_SGNL_Picture1.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/60926EFD-612C-4A1F-BCE1-B8F3EF4147F9_SGNL_Picture2.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/60926EFD-612C-4A1F-BCE1-B8F3EF4147F9_SGNL_Picture3.jpg,,,https://gis.charlottenc.gov/static/CDOT/Reports/Appx%20C%20Pushbutton%20Reports/Signals_B8F3EF4147F9.pdf,,SG1990,,,,,,,,,,,,,,00416_127
1446726.43439305,539946.8100629,1991,B8FB62B5AC80,Button2,Complete,Valid,,,AnalysisValid,No,S-TRYON-ST-140,2,,,E_CARSON_BV,S_TRYON_ST,S,1/07/2019 09:54,shoesly,No,N/A,,2,ClearlyMarked,To NE,Yes,Yes,Yes,Yes,0.0,93.0,Yes,Yes,Yes,0.4,1.1,3.0,Yes,7.0,No,,Yes,0.0,Yes,7.0,No,,Yes,0.0,38.0,2.0,2.0,Yes,No,NonAPS,,,,,,,,,,,,ClearlyMarked,To NW,Yes,Yes,Yes,Yes,61.0,93.0,Yes,Yes,Yes,3.7,0.9,1.3,Yes,8.0,No,,Yes,1.0,Yes,5.0,No,,Yes,0.0,38.0,2.0,2.0,Yes,NonAPS,,,,,,,,,,,,https://gis.charlottenc.gov/static/CDOT/Pictures/DDE951DB-110C-4DD5-A8C7-B8FB62B5AC80_SGNL_Picture1.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/DDE951DB-110C-4DD5-A8C7-B8FB62B5AC80_SGNL_Picture2.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/DDE951DB-110C-4DD5-A8C7-B8FB62B5AC80_SGNL_Picture3.jpg,,,https://gis.charlottenc.gov/static/CDOT/Reports/Appx%20C%20Pushbutton%20Reports/Signals_B8FB62B5AC80.pdf,,SG1991,,,,,,,,,,,,,,00602_989
1484114.7877658,569572.767543137,1992,B9406EC9C071,Button1,Complete,Valid,,,AnalysisValid,No,UNIVERSITY-CITY-BV-170,1B,,5889,UNIVERSITY_CITY_BV,SUTHER_RD,N,1/19/2018 13:41,solivella,No,N/A,,,Yes,To SE,Yes,Yes,Yes,Yes,0.0,137.0,Yes,Yes,Yes,1.3,3.8,,Yes,4.0,Yes,48.0,Yes,2.0,Yes,4.0,Yes,48.0,Yes,2.0,36.0,2.0,2.0,Yes,,APS,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://gis.charlottenc.gov/static/CDOT/Pictures/27002FB0-605B-4855-86D2-B9406EC9C071_SGNL_Picture1.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/27002FB0-605B-4855-86D2-B9406EC9C071_SGNL_Picture2.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/27002FB0-605B-4855-86D2-B9406EC9C071_SGNL_Picture3.jpg,,B6C46308-7C1E-4F11-8E21-4616AE82A3AB,https://gis.charlottenc.gov/static/CDOT/Reports/Appx%20C%20Pushbutton%20Reports/Signals_B9406EC9C071.pdf,285,SG1992,,,,,,,,,,,,,,00285_181
1444941.14400038,538496.401546389,1993,B94BE50F7368,Button2,Complete,Valid,,,AnalysisValid,No,W-PARK-AV-020,2,,,S_TRYON_ST,PARK_AV,W,12/27/2018 10:53,rhergert,No,N/A,,2,ClearlyMarked,To SE,Yes,Yes,Yes,Yes,0.0,74.0,Yes,Yes,Yes,3.8,0.8,2.5,Yes,4.0,No,,Yes,2.0,Yes,4.0,No,,Yes,2.0,36.0,2.0,2.0,Yes,No,APS,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,ClearlyMarked,To NE,Yes,Yes,Yes,Yes,0.0,74.0,Yes,Yes,Yes,0.1,5.7,0.2,Yes,18.0,No,,Yes,16.0,Yes,8.0,No,,Yes,2.0,36.0,2.0,2.0,Yes,APS,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,https://gis.charlottenc.gov/static/CDOT/Pictures/F84C8939-F8DE-4A55-BCF9-B94BE50F7368_SGNL_Picture1.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/F84C8939-F8DE-4A55-BCF9-B94BE50F7368_SGNL_Picture2.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/F84C8939-F8DE-4A55-BCF9-B94BE50F7368_SGNL_Picture3.jpg,,,https://gis.charlottenc.gov/static/CDOT/Reports/Appx%20C%20Pushbutton%20Reports/Signals_B94BE50F7368.pdf,,SG1993,,,,,,,,,,,,,,00606_514
1463900.49125221,536158.081747979,1994,B989A081D24A,Button1,Complete,Valid,,,AnalysisValid,No,BRIAR-CREEK-RD-090,1B,,,COMMONWEALTH_AV,BRIAR_CREEK_RD,N,7/01/2019 13:18,gisfieldtp6,No,,,1,ClearlyMarked,To SE,Yes,Yes,Yes,Yes,66.0,82.0,Yes,Yes,Yes,2.0,4.2,1.6,Yes,70.0,No,,No,,Yes,36.0,No,,No,,42.5,2.0,2.0,Yes,No,NonAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://gis.charlottenc.gov/static/CDOT/Pictures/CF9E4ED4-6943-413B-B990-B989A081D24A_SGNL_Picture1.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/CF9E4ED4-6943-413B-B990-B989A081D24A_SGNL_Picture2.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/CF9E4ED4-6943-413B-B990-B989A081D24A_SGNL_Picture3.jpg,,,https://gis.charlottenc.gov/static/CDOT/Reports/Appx%20C%20Pushbutton%20Reports/Signals_B989A081D24A.pdf,,SG1994,,,,,,,,,,,,,,00435_133
1433175.33813572,551513.706876561,1995,B9B3FAC3362A,Button1,Complete,Valid,,,AnalysisValid,No,FREEDOM-DR-270,4,,9440,BRADFORD_DR,EDGEWOOD_RD,E,4/16/2018 12:41,shoesly,Yes,318.0,4C79694636A8,,Yes,To SW,Yes,Yes,Yes,Yes,25.0,107.0,Yes,Yes,Yes,1.6,0.2,,Yes,11.0,Yes,60.0,Yes,4.0,Yes,11.0,Yes,60.0,Yes,4.0,40.0,1.0,2.0,Yes,,NonAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://gis.charlottenc.gov/static/CDOT/Pictures/FE676BD5-3ADC-4D77-A6BE-B9B3FAC3362A_SGNL_Picture1.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/FE676BD5-3ADC-4D77-A6BE-B9B3FAC3362A_SGNL_Picture2.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/FE676BD5-3ADC-4D77-A6BE-B9B3FAC3362A_SGNL_Picture3.jpg,,FE676BD5-3ADC-4D77-A6BE-B9B3FAC3362A,https://gis.charlottenc.gov/static/CDOT/Reports/Appx%20C%20Pushbutton%20Reports/Signals_B9B3FAC3362A.pdf,854,SG1995,,,,,,,,,,,,,,00854_237
1476333.70260622,589155.746093646,1996,B9FE1E6C9725,Button1,Complete,Valid,,,AnalysisValid,No,MALLARD-CREEK-RD-300,1A,,3285,MALLARD_CREEK_RD,JOHNSTON_OEHLER_RD,NE,1/22/2018 10:34,hfoley,Yes,180.0,E1382AF3EBA1,,Yes,To SW,Yes,Yes,Yes,Yes,0.0,72.0,Yes,Yes,Yes,4.1,0.3,,No,N/A,,N/A,Yes,4.0,Yes,8.0,Yes,60.0,Yes,5.0,41.0,1.0,2.0,Yes,,NonAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://gis.charlottenc.gov/static/CDOT/Pictures/00CB54CB-C464-4D1A-9DB4-B9FE1E6C9725_SGNL_Picture1.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/00CB54CB-C464-4D1A-9DB4-B9FE1E6C9725_SGNL_Picture2.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/00CB54CB-C464-4D1A-9DB4-B9FE1E6C9725_SGNL_Picture3.jpg,,5BFA4979-22CE-43E8-BF0B-F593E3ABD207,https://gis.charlottenc.gov/static/CDOT/Reports/Appx%20C%20Pushbutton%20Reports/Signals_B9FE1E6C9725.pdf,1600,SG1996,,,,,,,,,,,,,,01600_680
